UNIPROT	REF_SEQ Protein
P92942	NP_189353
P92943	NP_197996
P92947-1	NP_849839
P92947-2	NP_564818
P92953	NP_182018
P92958	NP_566843
P92958	NP_566843
P92959	NP_851190
P92960	NP_194991
P92964	NP_567120
P92965	NP_194280
P92966	NP_851174
P92969	NP_177063
P92976	NP_177540
P92978	NP_190698
P92979	NP_192370
P92980	NP_193930
P92982	NP_173788
P92983	NP_189701
P92985	NP_200667
P92990	NP_177194
P92994	NP_180607
P92996	NP_198735
P92997	NP_568562
P92998	NP_563870
P92999	NP_198732
P93000	NP_187244
P93002	NP_176610
P93003	NP_196004
P93004	NP_195236
P93008	NP_180929
P93009-1	NP_180930
P93009-2	NP_850217
P93014	NP_180936
P93015	NP_565771
P93022-1	NP_851047
P93022-2	NP_851046
P93024	NP_173414
P93025-1	NP_851210
P93025-1	NP_851210
P93025-1	NP_851210
P93026	NP_190853
P93031	NP_190685
P93033	NP_182273
P93043	NP_172297
P93045	NP_566581
P93046	NP_190085
P93051	NP_566120
P93051	NP_566120
P93275	NP_085474
P93276	NP_085475
P93277	NP_085477
P93278	NP_085476
P93280	NP_085482
P93281	NP_085483
P93282	NP_085484
P93283	NP_085485
P93284	NP_085486
P93285	NP_085487
P93287	NP_085490
P93290	NP_085493
P93291	NP_085494
P93292	NP_085496
P93293	NP_085498
P93294	NP_085500
P93295	NP_085499
P93296	NP_085501
P93297	NP_085502
P93298	NP_085503
P93298	NP_085503
P93299	NP_085504
P93299	NP_085504
P93299	NP_085504
P93300	NP_085505
P93300	NP_085505
P93300	NP_085505
P93301	NP_085506
P93302	NP_085507
P93303	NP_085508
P93303	NP_085508
P93304	NP_085509
P93305	NP_085510
P93305	NP_085510
P93306	NP_085511
P93308	NP_085513
P93308	NP_085513
P93309	NP_085514
P93309	NP_085514
P93310	NP_085515
P93311	NP_085516
P93312	NP_085517
P93314	NP_085519
P93314	NP_085519
P93315	NP_085520
P93316	NP_085521
P93316	NP_085521
P93317	NP_085523
P93318	NP_085526
P93319	NP_085527
P93654	NP_568671
P93732	NP_973454
P93733	NP_565963
P93736	NP_172913
P93738	NP_181739
P93740	NP_565965
P93748	NP_181729
P93819	NP_171936
P93822	NP_171932
P93823	NP_171931
P93830	NP_171921
P93831	NP_179919
P93832	NP_178171
P93834	NP_179576
P93835	NP_567721
P94014	NP_172427
P94017	NP_172944
P94024	NP_085488
P94024	NP_085488
P94040	NP_177405
P94063	NP_973994
P94072	NP_197563
P94102	NP_568402
P94111	NP_177542
P98204	NP_568146
P98205	NP_568633
Q00218	NP_195077
Q00466-1	NP_568309
Q00762	NP_196340
Q00874	NP_187867
Q01474	NP_176029
Q01525	NP_565176
Q01593	NP_189108
Q01908	NP_567265
Q01909	NP_173022
Q02166	NP_197300
Q02283	NP_186796
Q02971	NP_195511
Q02972	NP_195512
Q02973	NP_181546
Q03250-1	NP_179760
Q03251-1	NP_195637
Q03509	NP_850860
Q04088	NP_180695
Q04088	NP_180695
Q04088	NP_180695
Q04613	NP_085524
Q04614	NP_085525
Q04836-1	NP_194208
Q04980	NP_200043
Q05085	NP_563899
Q05153	NP_189515
Q05196	NP_177322
Q05431	NP_172267
Q05431	NP_172267
Q05431	NP_172267
Q05466	NP_193411
Q05609	NP_195993
Q05609	NP_195993
Q05728	NP_191061
Q05728	NP_191061
Q05753	NP_569027
Q05758	NP_191420
Q05762	NP_179230
Q05999	NP_001030784
Q05999	NP_001030784
Q06327	NP_175900
Q06402-1	NP_171655
Q06402-2	NP_849572
Q06429	NP_191710
Q06548	NP_172237
Q06548	NP_172237
Q06588	NP_171994
Q06611	NP_182120
Q06738	NP_200044
Q06850	NP_196107
Q06915	NP_193144
Q07098	NP_172514
Q07099	NP_176192
Q07100	NP_565974
Q07187	NP_190749
Q07356	NP_193157
Q07473	NP_195773
Q07488	NP_197523
Q07970	NP_193859
Q08112	NP_171923
Q08298	NP_197943
Q08682	NP_177381
Q08733	NP_171668
Q08770	NP_174013
Q08891	NP_187805
Q09152-1	NP_199588
Q0WM29	NP_179032
Q0WNY5	NP_194840
Q0WQ63	NP_187166
Q0WQF7	NP_190788
Q0WSF1	NP_974242
Q0WUU6	NP_179671
Q0WVE9-1	NP_171996
Q0WWW9	NP_200733
Q11207	NP_192148
Q1PER6	NP_001030664
Q1PER6	NP_001030664
Q1WIQ6	NP_180004
Q1WIQ6	NP_180004
Q2MHE4	NP_176430
Q2V4B9-1	NP_178100
Q2V4B9-1	NP_178100
Q2V4B9-3	NP_001031303
Q2V4L8-1	NP_173701
Q2V4L8-2	NP_001031082
Q304B9	NP_181337
Q31708	NP_085497
Q31708	NP_085497
Q33884	NP_085550
Q37001	NP_201381
Q37145	NP_849716
Q37165	NP_051114
Q38798	NP_196351
Q38799	NP_199898
Q38802	NP_192187
Q38804	NP_172240
Q38805	NP_195858
Q38813	NP_849719
Q38814	NP_200288
Q38821	NP_564595
Q38822	NP_171920
Q38824	NP_175692
Q38825	NP_188945
Q38826	NP_179852
Q38827	NP_851275
Q38828	NP_171906
Q38829	NP_194593
Q38830	NP_171949
Q38831-1	NP_850205
Q38831-2	NP_180889
Q38832	NP_193191
Q38834	NP_190664
Q38834	NP_190664
Q38836-1	NP_192734
Q38836-2	NP_849351
Q38837	NP_191671
Q38838	NP_192925
Q38840	NP_179848
Q38841	NP_565022
Q38845	NP_173920
Q38847	NP_196883
Q38849	NP_193563
Q38854	NP_193291
Q38857	NP_200564
Q38859	NP_190777
Q38860	NP_195178
Q38861	NP_568592
Q38862	NP_179812
Q38864	NP_189545
Q38865	NP_180461
Q38866	NP_196148
Q38867	NP_191166
Q38874	NP_176426
Q38876	NP_568929
Q38882	NP_188194
Q38884	NP_182151
Q38884	NP_182151
Q38885	NP_179461
Q38890	NP_199783
Q38895	NP_188954
Q38896	NP_179702
Q38898	NP_567651
Q38899	NP_181292
Q38900	NP_179251
Q38902	NP_179371
Q38903	NP_199409
Q38904	NP_194663
Q38905	NP_179567
Q38907	NP_568859
Q38908	NP_174496
Q38909	NP_172925
Q38910	NP_194311
Q38911	NP_193149
Q38912	NP_195228
Q38914	NP_195489
Q38919	NP_173437
Q38924	NP_180287
Q38931	NP_189160
Q38932	NP_200513
Q38933	NP_187634
Q38935	NP_566762
Q38936	NP_199669
Q38937	NP_177712
Q38942	NP_178182
Q38944	NP_181340
Q38945	NP_200250
Q38946	NP_196361
Q38950	NP_189208
Q38951	NP_172790
Q38953	NP_189288
Q38954-1	NP_850633
Q38954-2	NP_189289
Q38961	NP_001030773
Q38961	NP_001030773
Q38961	NP_001030773
Q38997-1	NP_850488
Q38997-2	NP_566130
Q38998	NP_180233
Q39002	NP_178146
Q39008	NP_001031596
Q39008	NP_001031596
Q39009	NP_188928
Q39011	NP_193606
Q39012	NP_172127
Q39012	NP_172127
Q39013	NP_171677
Q39017	NP_196409
Q39019	NP_001031013
Q39019	NP_001031013
Q39019	NP_001031013
Q39019	NP_001031013
Q39021	NP_001031017
Q39021	NP_001031017
Q39022	NP_564746
Q39022	NP_564746
Q39023	NP_190150
Q39024	NP_192046
Q39025	NP_567378
Q39026	NP_181907
Q39027	NP_179409
Q39030	NP_187484
Q39030	NP_187484
Q39034	NP_568385
Q39043	NP_851119
Q39044	NP_176458
Q39054	NP_197599
Q39055	NP_001031461
Q39055	NP_001031461
Q39056	NP_171636
Q39057	NP_197088
Q39065	NP_200711
Q39079	NP_181115
Q39085	NP_188616
Q39085	NP_188616
Q39088	NP_190610
Q39090	NP_564368
Q39097	NP_001032029
Q39097	NP_001032029
Q39099	NP_178708
Q39101	NP_195780
Q39102	NP_564563
Q39103	NP_173008
Q39108	NP_195558
Q39110	NP_194272
Q39111	NP_199994
Q39112	NP_196337
Q39127	NP_197953
Q39128	NP_199436
Q39129	NP_851278
Q39131	NP_197039
Q39140-1	NP_566415
Q39140-1	NP_566415
Q39140-2	NP_974293
Q39147	NP_187811
Q39161	NP_179164
Q39162	NP_196565
Q39163	NP_196313
Q39163	NP_196313
Q39165	NP_198858
Q39172	NP_197199
Q39173	NP_197201
Q39182	NP_178319
Q39189	NP_201025
Q39190	NP_566557
Q39191	NP_564137
Q39195	NP_566674
Q39196	NP_567178
Q39199	NP_565198
Q39204	NP_174541
Q39208	NP_186907
Q39211	NP_179145
Q39212	NP_179142
Q39214	NP_187360
Q39219	NP_188876
Q39221	NP_178256
Q39222	NP_173136
Q39227	NP_173458
Q39228	NP_188627
Q39230	NP_198099
Q39231	NP_173685
Q39232	NP_177333
Q39233	NP_197185
Q39234	NP_564156
Q39236	NP_194175
Q39236	NP_194175
Q39237	NP_001032147
Q39237	NP_001032147
Q39237	NP_001032147
Q39237	NP_001032147
Q39237	NP_001032147
Q39239	NP_173403
Q39241	NP_175128
Q39242	NP_179334
Q39247-1	NP_564033
Q39247-2	NP_849681
Q39250	NP_190187
Q39251	NP_566882
Q39255	NP_565123
Q39258	NP_192853
Q39261	NP_200560
Q39262	NP_197898
Q39263	NP_176788
Q39264	NP_172518
Q39265	NP_176873
Q39266	NP_564223
Q3E6S8	NP_198118
Q3E8B4	NP_680437
Q3E902	NP_198122
Q3E9B8	NP_197442
Q3E9C3-1	NP_974812
Q3E9C3-2	NP_197422
Q3EAS6	NP_189781
Q3EBD3-1	NP_001030621
Q3EBD3-1	NP_001030621
Q3EBD3-2	NP_850499
Q3EC60	NP_178647
Q3ECI7	NP_176604
Q3ECP7-1	NP_850964
Q3ECP7-2	NP_564665
Q3ECP7-3	NP_564666
Q3ECY6	NP_683372
Q3EDJ0	NP_563694
Q3YL57	NP_172918
Q41914	NP_178320
Q41932	NP_192427
Q41951	NP_188245
Q41963	NP_189283
Q41969	NP_197592
Q41975	NP_193465
Q42029	NP_172153
Q42059	NP_176621
Q42064	NP_195336
Q42093	NP_181013
Q42112	NP_187531
Q42134	NP_188046
Q42191	NP_201011
Q42262	NP_195193
Q42290-1	NP_186858
Q42290-2	NP_850500
Q42328	NP_181879
Q42330	NP_175185
Q42337	NP_565859
Q42340	NP_197339
Q42342	NP_200168
Q42347	NP_565851
Q42351	NP_174010
Q42374	NP_172332
Q42377	NP_179905
Q42384	NP_193325
Q42403	NP_199112
Q42404-1	NP_190636
Q42404-2	NP_850676
Q42406	NP_195213
Q42418	NP_194664
Q42431	NP_189403
Q42449	NP_179566
Q42484	NP_194339
Q42485	NP_178188
Q42510	NP_172851
Q42521	NP_197235
Q42522	NP_190442
Q42523-1	NP_849583
Q42523-2	NP_563674
Q42524-1	NP_175579
Q42524-2	NP_849793
Q42525	NP_194642
Q42533	NP_197143
Q42534	NP_175786
Q42536	NP_200230
Q42538	NP_200487
Q42539	NP_680112
Q42539	NP_680112
Q42540	NP_568902
Q42541	NP_566884
Q42545	NP_200339
Q42546	NP_201203
Q42547	NP_001031071
Q42547	NP_001031071
Q42553	NP_186927
Q42556	NP_178181
Q42560	NP_195308
Q42563	NP_178122
Q42564	NP_195226
Q42569	NP_196188
Q42572	NP_172293
Q42577	NP_196738
Q42578	NP_196290
Q42580	NP_181250
Q42581-1	NP_850244
Q42581-2	NP_181082
Q42583	NP_174516
Q42586	NP_680130
Q42588	NP_175988
Q42589	NP_181388
Q42592	NP_192579
Q42592	NP_192579
Q42593	NP_177873
Q42596	NP_565038
Q42597	NP_198507
Q42599	NP_178022
Q42600	NP_195345
Q42602	NP_176670
Q42605	NP_172738
Q43125	NP_567341
Q43127	NP_001031969
Q43127	NP_001031969
Q43128	NP_173169
Q43284	NP_199934
Q43291	NP_563847
Q43291	NP_563847
Q43292	NP_175640
Q43295	NP_179082
Q43307	NP_174499
Q43307	NP_174499
Q43309	NP_179866
Q43314	NP_197318
Q43315	NP_193452
Q43316	NP_196445
Q43349-1	NP_190914
Q43349-2	NP_850692
Q43385-1	NP_191744
Q43385-2	NP_850734
Q43387	NP_201217
Q43725	NP_191535
Q43727	NP_198428
Q43729	NP_197284
Q43731	NP_195468
Q43735	NP_186768
Q43867	NP_175787
Q43872	NP_199033
Q43873	NP_201541
Q494P0	NP_191030
Q4F7G0-2	NP_563828
Q4JL84-1	NP_200786
Q4JL84-2	NP_851225
Q4JL84-3	NP_851226
Q4PSE2	NP_198143
Q4PSL7	NP_190687
Q4PSR7	NP_850266
Q4V3C9	NP_179113
Q500W7	NP_680199
Q500Y9	NP_177980
Q52K88	NP_189303
Q52K88	NP_189303
Q52T38	NP_197535
Q56W64-1	NP_200962
Q56WD9	NP_180873
Q56WH4-1	NP_851056
Q56WK6	NP_177360
Q56WN1	NP_198576
Q56X52	NP_567658
Q56X76	NP_849348
Q56XE8	NP_188639
Q56XG6-1	NP_568244
Q56XP4-1	NP_187154
Q56Y11-1	NP_200685
Q56Y85	NP_001030898
Q56Y85	NP_001030898
Q56Y85	NP_001030898
Q56YA5	NP_178969
Q56YA5	NP_178969
Q56YN3	NP_974347
Q56YP2	NP_173617
Q56YU0	NP_566749
Q56Z59	NP_177361
Q56ZI2	NP_173669
Q56ZN6	NP_565195
Q56ZQ3	NP_179079
Q56ZQ3	NP_179079
Q56ZZ7	NP_568328
Q56ZZ7	NP_568328
Q56ZZ7	NP_568328
Q570B4	NP_180193
Q570C0	NP_567135
Q570C8-1	NP_001032037
Q570C8-1	NP_001032037
Q570C8-2	NP_851157
Q570Q8	NP_568884
Q58CM8	NP_198630
Q5EAE9	NP_196200
Q5EAF2	NP_175182
Q5GM68	NP_850372
Q5GM68	NP_850372
Q5HZ36-1	NP_200497
Q5HZ60-1	NP_190789
Q5HZ60-2	NP_001030844
Q5HZ60-3	NP_001030843
Q5IZC8	NP_192647
Q5M729	NP_001031186
Q5M729	NP_001031186
Q5MFV6	NP_191776
Q5MFV8	NP_182227
Q5PP37	NP_188819
Q5PP38	NP_199525
Q5Q0H2	NP_172971
Q5RJC5	NP_201131
Q5S2C3	NP_974801
Q5S2C4-1	NP_181056
Q5S2C4-2	NP_001031485
Q5XEP9	NP_171918
Q5XF03	NP_191950
Q5XF85	NP_194618
Q5XPJ6	NP_195793
Q5XPJ9	NP_181378
Q5XPK0	NP_193595
Q66GP9	NP_850666
Q66GR0	NP_196257
Q67XJ2	NP_190902
Q67YF8	NP_176830
Q67YI6	NP_188523
Q67YI6	NP_188523
Q67YU0	NP_177678
Q67ZM7	NP_200664
Q67ZU1	NP_568295
Q680A5	NP_181819
Q680P8	NP_189984
Q680P8	NP_189984
Q680P8	NP_189984
Q680Q4-2	NP_001032108
Q680Q4-3	NP_200849
Q680Q4-4	NP_001032109
Q680Q4-4	NP_001032109
Q681Q7	NP_563693
Q682D3-1	NP_851268
Q682D3-2	NP_001032141
Q682H0	NP_181810
Q682S0	NP_850147
Q682V0	NP_188951
Q68KI4	NP_198067
Q6A329	NP_199174
Q6AWV1	NP_683274
Q6AWX0	NP_850835
Q6AWX0	NP_850835
Q6AWX6	NP_001031474
Q6DBM8	NP_180502
Q6DBP8	NP_172279
Q6ICX4	NP_175010
Q6ICY4	NP_187817
Q6ICZ8	NP_196889
Q6ID70-1	NP_683525
Q6LA43-1	NP_567548
Q6LA43-1	NP_567548
Q6LA43-2	NP_849404
Q6NKR1	NP_181085
Q6NKW9	NP_001031232
Q6NKW9	NP_001031232
Q6NLY8	NP_195390
Q6NMC6	NP_197819
Q6NML0	NP_175347
Q6NN02	NP_193181
Q6NNI8	NP_172706
Q6NNI8	NP_172706
Q6NPD7	NP_849443
Q6NPN3	NP_197356
Q6NPN4	NP_177886
Q6NPP4	NP_001032135
Q6NPP4	NP_001032135
Q6NQG7	NP_175349
Q6NQI8-1	NP_001031037
Q6NQI8-2	NP_172815
Q6NQJ8	NP_197226
Q6PQQ4	NP_197245
Q6Q4D0	NP_188503
Q6QPM2	NP_195380
Q6X7J3	NP_187016
Q6X7J4	NP_180944
Q6X7J5	NP_199410
Q6X7J9	NP_175145
Q6X7K0	NP_188428
Q6X7K1	NP_200742
Q6XL73	NP_176206
Q6Y657	NP_680371
Q6ZY51	NP_198009
Q700C2-1	NP_177784
Q700D9	NP_172912
Q700W2-1	NP_181749
Q70DU8	NP_175081
Q70DU8	NP_175081
Q70E96	NP_195348
Q71DJ5	NP_179126
Q75W54	NP_563833
Q7DLR9	NP_176040
Q7DLS1	NP_198874
Q7DLS1	NP_198874
Q7DM58	NP_182301
Q7DMA9-1	NP_566993
Q7DMA9-2	NP_850701
Q7FB56	NP_191656
Q7FGZ2	NP_193320
Q7FRS8-1	NP_195026
Q7FRS8-2	NP_849485
Q7FZF1	NP_192051
Q7G188	NP_001031726
Q7G188	NP_001031726
Q7G191	NP_563711
Q7G192	NP_189946
Q7G193	NP_568407
Q7G193	NP_568407
Q7G8V2	NP_177627
Q7G9P4	NP_180283
Q7GB25	NP_171908
Q7PC81	NP_680694
Q7PC82	NP_680693
Q7PC83	NP_680692
Q7PC84	NP_176867
Q7PC85	NP_683617
Q7PC86	NP_172973
Q7PC87	NP_181179
Q7PC88	NP_180555
Q7X843-1	NP_190386
Q7X8C5	NP_173064
Q7X9I4	NP_181430
Q7XA64	NP_683530
Q7XA72	NP_189190
Q7XJ98	NP_179627
Q7XJK8	NP_176709
Q7XJN0	NP_181602
Q7XJS0	NP_849969
Q7XZP5	NP_195321
Q7Y175	NP_567463
Q7Y208	NP_176869
Q84J78	NP_192844
Q84JA6	NP_199216
Q84JK2	NP_195315
Q84JL3	NP_567118
Q84JP1-1	NP_849733
Q84JQ8	NP_564836
Q84JU6	NP_181511
Q84K00	NP_196061
Q84K47	NP_190357
Q84K52	NP_195513
Q84KJ5	NP_568461
Q84L30-1	NP_198663
Q84L31-1	NP_186903
Q84L32-1	NP_173070
Q84L33-1	NP_850982
Q84L33-2	NP_565216
Q84M93	NP_001030939
Q84M93	NP_001030939
Q84M93	NP_001030939
Q84M93	NP_001030939
Q84MA2-1	NP_849745
Q84MA2-2	NP_564437
Q84MC0	NP_566267
Q84MC2	NP_196756
Q84MC2	NP_196756
Q84RQ7-1	NP_567735
Q84TE6-1	NP_175997
Q84TE6-2	NP_849817
Q84TE9	NP_568920
Q84TF5	NP_974604
Q84TG1	NP_187583
Q84TH5	NP_565030
Q84TI7	NP_567354
Q84VQ1	NP_197615
Q84VW9	NP_188112
Q84VY5	NP_196491
Q84VZ5	NP_197425
Q84W40	NP_177365
Q84W41	NP_190716
Q84W55	NP_176736
Q84W65	NP_194380
Q84W66-1	NP_199578
Q84W89	NP_181780
Q84W91	NP_182306
Q84WD3	NP_193641
Q84WG1	NP_187288
Q84WJ2	NP_564893
Q84WM9	NP_196772
Q84WP6	NP_182200
Q84WU6	NP_565161
Q84WW6	NP_177797
Q84WW6	NP_177797
Q84XF3	NP_191735
Q8GSA7	NP_850023
Q8GT74	NP_179364
Q8GT75	NP_195309
Q8GUG7	NP_187354
Q8GUI4-1	NP_176382
Q8GUI4-2	NP_974068
Q8GUK6	NP_195569
Q8GUL8	NP_197424
Q8GUM5	NP_190832
Q8GVE8	NP_177043
Q8GW20-1	NP_568129
Q8GW20-2	NP_850761
Q8GW38	NP_173809
Q8GW46	NP_850080
Q8GW46	NP_850080
Q8GW61	NP_177845
Q8GW72	NP_180377
Q8GWD2-1	NP_850454
Q8GWF1	NP_197649
Q8GWJ6	NP_173624
Q8GWW7	NP_196434
Q8GX47	NP_192174
Q8GX93	NP_567985
Q8GXB7	NP_197866
Q8GXD6	NP_177293
Q8GXE2	NP_567443
Q8GXE6	NP_180131
Q8GXE9	NP_565832
Q8GXF0-1	NP_566040
Q8GXG1-1	NP_566536
Q8GXJ4-1	NP_001030971
Q8GXJ4-1	NP_001030971
Q8GXK5-1	NP_192384
Q8GXL3	NP_683267
Q8GXL7-1	NP_566676
Q8GXL7-2	NP_850618
Q8GXM7	NP_177248
Q8GXQ3	NP_173062
Q8GXR2	NP_195385
Q8GXU8-1	NP_194787
Q8GXW1	NP_186995
Q8GXW5	NP_175280
Q8GXX7	NP_566183
Q8GY03	NP_568883
Q8GY11-1	NP_182136
Q8GY11-2	NP_850446
Q8GY25	NP_197283
Q8GY31	NP_568119
Q8GY58-1	NP_195611
Q8GY63	NP_568983
Q8GY84	NP_568931
Q8GY91	NP_194958
Q8GYA3	NP_172411
Q8GYB1-1	NP_849724
Q8GYB1-1	NP_849724
Q8GYB8	NP_177795
Q8GYD9	NP_172037
Q8GYE0	NP_566961
Q8GYF4	NP_180842
Q8GYH8	NP_187858
Q8GYL5	NP_567968
Q8GYN5	NP_189143
Q8GYQ5	NP_182131
Q8GYX8	NP_177796
Q8GYY0	NP_199982
Q8GZ17	NP_567484
Q8GZ42	NP_200155
Q8GZ43	NP_683478
Q8GZ45-1	NP_173238
Q8GZ52-1	NP_193258
Q8GZA8	NP_567799
Q8GZB6	NP_196900
Q8H0T4	NP_177189
Q8H0T9-1	NP_851064
Q8H0T9-2	NP_197734
Q8H0U8	NP_173516
Q8H0V1	NP_195357
Q8H0V3	NP_001030995
Q8H0V3	NP_001030995
Q8H0V3	NP_001030995
Q8H0W9	NP_196603
Q8H0Y8-1	NP_192845
Q8H0Y8-2	NP_849358
Q8H136-1	NP_001030619
Q8H136-1	NP_001030619
Q8H136-1	NP_001030619
Q8H136-2	NP_566141
Q8H156	NP_200330
Q8H166	NP_568921
Q8H173-1	NP_187128
Q8H174	NP_188387
Q8H185	NP_568630
Q8H1D2	NP_187735
Q8H1G0	NP_564593
Q8H1G0	NP_564593
Q8H1G3	NP_564594
Q8H1R4	NP_195072
Q8H1S0	NP_194356
Q8H1Y0	NP_173828
Q8L3R2	NP_190646
Q8L3R3	NP_172685
Q8L3X9	NP_178533
Q8L493	NP_200593
Q8L4A7	NP_178042
Q8L4B2	NP_172371
Q8L4B2	NP_172371
Q8L4B2	NP_172371
Q8L4B2	NP_172371
Q8L4M6	NP_001031789
Q8L4M6	NP_001031789
Q8L4Y2	NP_565098
Q8L4Y2	NP_565098
Q8L500	NP_566085
Q8L5T5	NP_565933
Q8L5U0	NP_199111
Q8L608	NP_200933
Q8L608	NP_200933
Q8L633	NP_178532
Q8L6Y1	NP_566666
Q8L6Y4-1	NP_851168
Q8L6Y4-2	NP_199936
Q8L6Z8	NP_186959
Q8L718	NP_176688
Q8L725-1	NP_182304
Q8L725-2	NP_850480
Q8L743	NP_173838
Q8L778	NP_196549
Q8L785-1	NP_190394
Q8L796-1	NP_177897
Q8L799	NP_172904
Q8L7B5	NP_850203
Q8L7E3	NP_193744
Q8L7G0-1	NP_001031208
Q8L7G0-1	NP_001031208
Q8L7G0-2	NP_849830
Q8L7H3	NP_193634
Q8L7I0	NP_192843
Q8L7N8-1	NP_851041
Q8L7N8-2	NP_568332
Q8L7R8-1	NP_200960
Q8L7S8-1	NP_001031943
Q8L7S8-2	NP_680225
Q8L7U5	NP_192217
Q8L7W2	NP_568680
Q8L7Z0	NP_194765
Q8L831-1	NP_565218
Q8L850	NP_001030666
Q8L850	NP_001030666
Q8L868	NP_174563
Q8L8C0	NP_181168
Q8L8Q7	NP_566851
Q8L8Q8	NP_568997
Q8L8Q8	NP_568997
Q8L8W6	NP_566167
Q8L8Y0	NP_176134
Q8L910	NP_566128
Q8L925	NP_177078
Q8L936	NP_195718
Q8L940	NP_195761
Q8L953	NP_199604
Q8L9A0	NP_567861
Q8L9G7	NP_565724
Q8L9J9	NP_567960
Q8L9J9	NP_567960
Q8L9K1	NP_182011
Q8L9S0	NP_564319
Q8L9S1	NP_564343
Q8L9T5	NP_188294
Q8L9T7	NP_563684
Q8L9V6-1	NP_563792
Q8L9V6-2	NP_850938
Q8L9W3	NP_199035
Q8L9Y3	NP_178285
Q8LA13	NP_001030884
Q8LA13	NP_001030884
Q8LA13	NP_001030884
Q8LA14	NP_566871
Q8LAA6	NP_194071
Q8LAD2	NP_197716
Q8LAH7	NP_177794
Q8LAH8	NP_567690
Q8LAI1	NP_566271
Q8LAL2	NP_188271
Q8LAM0	NP_565532
Q8LAP8-1	NP_567693
Q8LAR7	NP_200859
Q8LAS7	NP_200410
Q8LAS8	NP_181684
Q8LAT0	NP_186771
Q8LAU9	NP_189047
Q8LAW2	NP_565572
Q8LAX0	NP_566715
Q8LAX3	NP_569002
Q8LAZ7	NP_173705
Q8LB02	NP_198881
Q8LB17	NP_567064
Q8LB72	NP_182281
Q8LBA0	NP_565085
Q8LBA6	NP_176967
Q8LBB2	NP_190422
Q8LBH2	NP_565267
Q8LBI1	NP_566767
Q8LBI9	NP_568367
Q8LBL1	NP_200374
Q8LBL1	NP_200374
Q8LBL5	NP_189124
Q8LBM4	NP_179262
Q8LBP4-1	NP_180446
Q8LBP4-2	NP_850125
Q8LBU2	NP_564813
Q8LBW3	NP_565695
Q8LBZ7	NP_189374
Q8LC03	NP_177136
Q8LC45	NP_172525
Q8LC59	NP_198045
Q8LC69	NP_177767
Q8LC79	NP_566939
Q8LC83	NP_198158
Q8LC95	NP_197891
Q8LCA1	NP_001031551
Q8LCA1	NP_001031551
Q8LCE1	NP_176794
Q8LCG7	NP_176013
Q8LCL3	NP_188862
Q8LCP6	NP_177697
Q8LCS8	NP_568315
Q8LCS8	NP_568315
Q8LCT3-1	NP_849469
Q8LCT3-2	NP_567831
Q8LCU7	NP_566881
Q8LCW9	NP_171618
Q8LCW9	NP_171618
Q8LCY2	NP_568130
Q8LD03	NP_197117
Q8LD27	NP_194858
Q8LD46	NP_181478
Q8LD49	NP_564566
Q8LD63	NP_568224
Q8LDC8	NP_188965
Q8LDI5	NP_172620
Q8LDP4	NP_180557
Q8LDQ4	NP_568783
Q8LDR0	NP_200893
Q8LDS2	NP_178294
Q8LDU4	NP_195417
Q8LDW9	NP_192230
Q8LE10	NP_568606
Q8LE43	NP_565673
Q8LE98	NP_564015
Q8LE98	NP_564015
Q8LEA2	NP_177965
Q8LEA8	NP_192153
Q8LED0	NP_200858
Q8LEE7	NP_564395
Q8LEE9	NP_200857
Q8LEF3	NP_568654
Q8LEF6	NP_196914
Q8LEJ6	NP_195937
Q8LEK2	NP_563842
Q8LEK4	NP_194346
Q8LEM6	NP_564100
Q8LEM7-1	NP_194387
Q8LEM7-2	NP_849449
Q8LEM8	NP_566535
Q8LEQ0	NP_199581
Q8LER3	NP_195494
Q8LET2	NP_199406
Q8LF20	NP_565595
Q8LF21	NP_172936
Q8LF36	NP_172803
Q8LF36	NP_172803
Q8LF48	NP_171965
Q8LF65	NP_567480
Q8LF99	NP_569019
Q8LFA9	NP_564080
Q8LFD1	NP_566177
Q8LFD3	NP_564268
Q8LFH7	NP_172977
Q8LFJ5	NP_564163
Q8LFM0	NP_567827
Q8LFP7	NP_193626
Q8LFR2	NP_565929
Q8LFT2-1	NP_565362
Q8LFU0	NP_196269
Q8LFU0	NP_196269
Q8LFV3	NP_190334
Q8LFW6	NP_568731
Q8LFW6	NP_568731
Q8LFW6	NP_568731
Q8LFY8	NP_177367
Q8LG10	NP_566290
Q8LG58	NP_566738
Q8LG76	NP_564932
Q8LG88	NP_199567
Q8LG89	NP_178388
Q8LG98	NP_564299
Q8LGA5	NP_198094
Q8LGC6	NP_564415
Q8LGD5	NP_566616
Q8LGG0	NP_201240
Q8LGG8	NP_566140
Q8LGI2	NP_568564
Q8LGN1	NP_187408
Q8LGU1	NP_188762
Q8LGU7	NP_177608
Q8LK56-1	NP_196076
Q8LPH6	NP_850879
Q8LPJ7	NP_181583
Q8LPK0	NP_190363
Q8LPK5	NP_567564
Q8LPL8	NP_195079
Q8LPQ6-1	NP_194275
Q8LPQ6-3	NP_001031714
Q8LPQ8-1	NP_195256
Q8LPQ8-2	NP_849565
Q8LPT1	NP_181480
Q8RW96	NP_567464
Q8RW96	NP_567464
Q8RWC5	NP_850253
Q8RWC9	NP_566580
Q8RWD0	NP_173915
Q8RWG8	NP_180567
Q8RWI9	NP_188746
Q8RWN9	NP_566470
Q8RWQ9	NP_566880
Q8RWS9-1	NP_200602
