UNIPROT	GI
Q39026	15224359
Q39027	15224120
Q39030	15231959
Q39030	30680612
Q39034	18420061
Q39043	30693962
Q39044	15221556
Q39054	15242124
Q39055	42570346
Q39055	79323865
Q39056	15223367
Q39057	15242402
Q39065	15237802
Q39079	30686523
Q39085	15230955
Q39085	30685509
Q39088	15229744
Q39090	18397740
Q39097	15238829
Q39097	79330086
Q39099	15225605
Q39101	15241018
Q39102	18402995
Q39103	15218223
Q39108	15233848
Q39110	15235072
Q39111	15242189
Q39112	15240722
Q39127	15239501
Q39128	15237407
Q39129	30698182
Q39131	15242279
Q39140-1	30682117
Q39140-1	42572393
Q39140-2	42572395
Q39147	15229928
Q39161	15226573
Q39162	15238046
Q39163	15240217
Q39163	42573297
Q39165	15242686
Q39172	15237888
Q39173	15237890
Q39182	15226872
Q39189	15241726
Q39190	18401203
Q39191	18394970
Q39195	18402859
Q39196	18411332
Q39199	18412241
Q39204	15223256
Q39208	15232935
Q39211	15226523
Q39212	15226509
Q39214	15231371
Q39219	15228734
Q39221	15226281
Q39222	15219955
Q39227	15217917
Q39228	15230987
Q39230	15240939
Q39231	15219938
Q39232	15217601
Q39233	15237418
Q39234	18395068
Q39236	15233829
Q39236	30686529
Q39237	15238367
Q39237	30698106
Q39237	79332347
Q39237	79332369
Q39237	79332396
Q39239	15223645
Q39241	15219537
Q39242	79557518
Q39247-1	18394522
Q39247-2	30685484
Q39250	15231309
Q39251	18408116
Q39255	18410982
Q39258	15237054
Q39261	15242152
Q39262	15238724
Q39263	15218939
Q39264	15218551
Q39265	15219811
Q39266	18395528
Q3E6S8	15241013
Q3E8B4	22327839
Q3E902	15241026
Q3E9B8	15239738
Q3E9C3-1	42573431
Q3E9C3-2	30687194
Q3EAS6	15232794
Q3EBD3-1	42572227
Q3EBD3-1	79295464
Q3EBD3-2	30678477
Q3EC60	15225005
Q3ECI7	15222645
Q3ECP7-1	30695810
Q3ECP7-2	30695814
Q3ECP7-3	18405044
Q3ECY6	42570091
Q3EDJ0	18379174
Q3YL57	15223849
Q41914	15226876
Q41932	15234637
Q41951	15233320
Q41963	15231569
Q41969	15242100
Q41975	15236043
Q42029	15222166
Q42059	15217630
Q42064	15234298
Q42093	15226801
Q42112	15232603
Q42134	15231824
Q42191	15241690
Q42262	15236171
Q42290-1	15232845
Q42290-2	30678485
Q42328	15224295
Q42330	15220249
Q42337	18404326
Q42340	15238809
Q42342	15238776
Q42347	18404176
Q42351	15223377
Q42374	15223261
Q42377	15227794
Q42384	15234752
Q42403	15239136
Q42404-1	15229825
Q42404-2	30693345
Q42406	15236211
Q42418	15233538
Q42431	15232227
Q42449	15224838
Q42484	15236112
Q42485	15220823
Q42510	15220948
Q42521	15237949
Q42522	15229018
Q42523-1	30678473
Q42523-2	18379053
Q42524-1	15218002
Q42524-2	30695037
Q42525	15233457
Q42533	15237339
Q42534	15220955
Q42536	15239574
Q42538	15241928
Q42539	22331684
Q42539	30693020
Q42540	18424219
Q42541	18408206
Q42545	15240490
Q42546	15237567
Q42547	18394888
Q42547	79318248
Q42553	15232981
Q42556	15220197
Q42560	15233349
Q42563	15220047
Q42564	15236239
Q42569	15239203
Q42572	30680522
Q42577	15239782
Q42578	15240140
Q42580	15228090
Q42581-1	30686404
Q42581-2	15226977
Q42583	15223189
Q42586	22331787
Q42588	15222799
Q42589	15224899
Q42592	15236483
Q42592	42572847
Q42593	15223971
Q42596	18410037
Q42597	15239447
Q42599	15219265
Q42600	15234332
Q42602	15217771
Q42605	15222072
Q43125	18413170
Q43127	15238559
Q43127	79329037
Q43128	42562116
Q43284	15241406
Q43291	18391042
Q43291	18391054
Q43292	15218208
Q43295	15225999
Q43307	15222600
Q43307	30692655
Q43309	15227755
Q43314	15238762
Q43315	15236002
Q43316	15241573
Q43349-1	15231817
Q43349-2	30693824
Q43385-1	15228621
Q43385-2	30695501
Q43387	15237615
Q43725	22331875
Q43727	15238612
Q43729	15238030
Q43731	15235597
Q43735	15232058
Q43867	15220958
Q43872	15238309
Q43873	15240737
Q494P0	42565933
Q4F7G0-2	18390954
Q4JL84-1	15238519
Q4JL84-2	30697275
Q4JL84-3	30697277
Q4PSE2	15241083
Q4PSL7	15230421
Q4PSR7	30686842
Q4V3C9	30679326
Q500W7	22326970
Q500Y9	30699338
Q52K88	15231598
Q52K88	30688456
Q52T38	79517230
Q56W64-1	42568695
Q56WD9	15225798
Q56WH4-1	30688577
Q56WK6	15218382
Q56WN1	15240288
Q56X52	18415888
Q56X76	30681173
Q56XE8	79408026
Q56XG6-1	18416486
Q56XP4-1	15229877
Q56Y11-1	15237748
Q56Y85	18411408
Q56Y85	30695106
Q56Y85	79315754
Q56YA5	15225026
Q56YA5	30678921
Q56YN3	42572503
Q56YP2	15219152
Q56YU0	18404212
Q56Z59	15218383
Q56ZI2	15219901
Q56ZN6	18412180
Q56ZQ3	15225994
Q56ZQ3	30679216
Q56ZZ7	18417892
Q56ZZ7	30685706
Q56ZZ7	42573381
Q570B4	15225270
Q570C0	18412567
Q570C8-1	30695564
Q570C8-1	79330284
Q570C8-2	30695561
Q570Q8	18424148
Q58CM8	42568173
Q5EAE9	42567675
Q5EAF2	42562585
Q5GM68	30689077
Q5GM68	30689081
Q5HZ36-1	15241967
Q5HZ60-1	42565855
Q5HZ60-2	79314795
Q5HZ60-3	79314788
Q5IZC8	79466902
Q5M729	18404837
Q5M729	79319911
Q5MFV6	15228697
Q5MFV8	15226490
Q5PP37	42565094
Q5PP38	22327632
Q5Q0H2	15218081
Q5RJC5	15242694
Q5S2C3	42573409
Q5S2C4-1	79567711
Q5S2C4-2	79324356
Q5XEP9	15219676
Q5XF03	42566190
Q5XF85	42567234
Q5XPJ6	79503843
Q5XPJ9	30687512
Q5XPK0	79476972
Q66GP9	30692870
Q66GR0	42567693
Q67XJ2	15231796
Q67YF8	15219686
Q67YI6	15230241
Q67YI6	42572481
Q67YU0	22330649
Q67ZM7	15237702
Q67ZU1	42567840
Q680A5	15228027
Q680P8	15229840
Q680P8	15229844
Q680P8	18418310
Q680Q4-2	79331537
Q680Q4-3	30697367
Q680Q4-4	42573746
Q680Q4-4	79331560
Q681Q7	18379172
Q682D3-1	30698038
Q682D3-2	79332218
Q682H0	42569877
Q682S0	30684610
Q682V0	22331270
Q68KI4	15240448
Q6A329	15239921
Q6AWV1	22329330
Q6AWX0	42570524
Q6AWX0	79597812
Q6AWX6	79324228
Q6DBM8	42569441
Q6DBP8	15223086
Q6ICX4	22329999
Q6ICY4	42564078
Q6ICZ8	15240731
Q6ID70-1	42570108
Q6LA43-1	18415009
Q6LA43-1	30684266
Q6LA43-2	30684272
Q6NKR1	42569636
Q6NKW9	15217739
Q6NKW9	79320717
Q6NLY8	79497359
Q6NMC6	30689382
Q6NML0	15222069
Q6NN02	79474625
Q6NNI8	15221329
Q6NNI8	30682777
Q6NPD7	79587726
Q6NPN3	79516213
Q6NPN4	30699276
Q6NPP4	30697970
Q6NPP4	79332100
Q6NQG7	15222073
Q6NQI8-1	79317904
Q6NQI8-2	30683361
Q6NQJ8	42567909
Q6PQQ4	15237965
Q6Q4D0	42564988
Q6QPM2	15234463
Q6X7J3	15228599
Q6X7J4	30685885
Q6X7J5	79530393
Q6X7J9	30693997
Q6X7K0	79406679
Q6X7K1	79540980
Q6XL73	30696376
Q6Y657	22327485
Q6ZY51	79521972
Q700C2-1	79382743
Q700D9	79344640
Q700W2-1	15227896
Q70DU8	15219358
Q70DU8	30693800
Q70E96	42567452
Q71DJ5	30679362
Q75W54	42561840
Q7DLR9	15223537
Q7DLS1	15237451
Q7DLS1	30693626
Q7DM58	15227133
Q7DMA9-1	18409970
Q7DMA9-2	30693980
Q7FB56	15233000
Q7FGZ2	30683427
Q7FRS8-1	15234011
Q7FRS8-2	30689575
Q7FZF1	42566231
Q7G188	15236837
Q7G188	79325277
Q7G191	18390411
Q7G192	15229722
Q7G193	30688074
Q7G193	30688082
Q7G8V2	15222035
Q7G9P4	15225852
Q7GB25	15219648
Q7PC81	22328654
Q7PC82	79580613
Q7PC83	22328648
Q7PC84	22330476
Q7PC85	22331443
Q7PC86	15218084
Q7PC87	42569669
Q7PC88	42569461
Q7X843-1	15228322
Q7X8C5	15219134
Q7X9I4	42569753
Q7XA64	30679401
Q7XA72	30687928
Q7XJ98	30680972
Q7XJK8	42562969
Q7XJN0	15226735
Q7XJS0	30680137
Q7XZP5	15233425
Q7Y175	18414442
Q7Y208	30697435
Q84J78	30681642
Q84JA6	30694433
Q84JK2	42567435
Q84JL3	18412133
Q84JP1-1	30691872
Q84JQ8	18408092
Q84JU6	79571425
Q84K00	15237699
Q84K47	22331647
Q84K52	30691665
Q84KJ5	22327046
Q84L30-1	15240922
Q84L31-1	15232924
Q84L32-1	15221013
Q84L33-1	30699439
Q84L33-2	22330746
Q84M93	30677926
Q84M93	79316341
Q84M93	79316349
Q84M93	79316359
Q84MA2-1	30693006
Q84MA2-2	18399139
Q84MC0	18397452
Q84MC2	30683873
Q84MC2	42573343
Q84RQ7-1	18416645
Q84TE6-1	15222818
Q84TE6-2	30696045
Q84TE9	18424330
Q84TF5	42573015
Q84TG1	22330935
Q84TH5	18409955
Q84TI7	18413321
Q84VQ1	15242175
Q84VW9	15232442
Q84VY5	42567747
Q84VZ5	15239686
Q84W40	15218389
Q84W41	42565836
Q84W55	42562979
Q84W65	15236742
Q84W66-1	30695265
Q84W89	15227951
Q84W91	30690809
Q84WD3	15234114
Q84WG1	42563547
Q84WJ2	42563014
Q84WM9	15239877
Q84WP6	30690500
Q84WU6	18411720
Q84WW6	22330671
Q84WW6	42572135
Q84XF3	30695480
Q8GSA7	30681670
Q8GT74	30680091
Q8GT75	42567430
Q8GUG7	15231353
Q8GUI4-1	30696637
Q8GUI4-2	42571955
Q8GUK6	15233934
Q8GUL8	15239685
Q8GUM5	42565868
Q8GVE8	30697740
Q8GW20-1	18414392
Q8GW20-2	30680281
Q8GW38	15221638
Q8GW46	30683176
Q8GW46	30683179
Q8GW61	15223861
Q8GW72	30683758
Q8GWD2-1	42570433
Q8GWF1	30688540
Q8GWJ6	15219188
Q8GWW7	15241536
Q8GX47	30679231
Q8GX93	18418749
Q8GXB7	15238631
Q8GXD6	15217442
Q8GXE2	18414293
Q8GXE6	30682817
Q8GXE9	18404020
Q8GXF0-1	18406752
Q8GXG1-1	18401029
Q8GXJ4-1	30679161
Q8GXJ4-1	79316807
Q8GXK5-1	79464734
Q8GXL3	22329284
Q8GXL7-1	18402914
Q8GXL7-2	30686115
Q8GXM7	30698765
Q8GXQ3	15219130
Q8GXR2	15234491
Q8GXU8-1	30688731
Q8GXW1	15228553
Q8GXW5	15221198
Q8GXX7	18396338
Q8GY03	18424146
Q8GY11-1	30690230
Q8GY11-2	30690236
Q8GY25	30686531
Q8GY31	18414234
Q8GY58-1	15234904
Q8GY63	18424775
Q8GY84	18424420
Q8GY91	30689347
Q8GYA3	15217507
Q8GYB1-1	30690557
Q8GYB1-1	42571687
Q8GYB8	15223140
Q8GYD9	15220521
Q8GYE0	18409509
Q8GYF4	15225748
Q8GYH8	15230510
Q8GYL5	18418472
Q8GYN5	30687738
Q8GYQ5	30690210
Q8GYX8	15223142
Q8GYY0	22327726
Q8GZ17	18414592
Q8GZ42	30696333
Q8GZ43	22330480
Q8GZ45-1	15220911
Q8GZ52-1	22328650
Q8GZA8	18417145
Q8GZB6	15240758
Q8H0T4	15223117
Q8H0T9-1	30688988
Q8H0T9-2	30688991
Q8H0U8	15218071
Q8H0V1	30690642
Q8H0V3	15223126
Q8H0V3	30680509
Q8H0V3	79317300
Q8H0W9	15238149
Q8H0Y8-1	15237039
Q8H0Y8-2	30681651
Q8H136-1	30678365
Q8H136-1	42572223
Q8H136-1	79295442
Q8H136-2	18395852
Q8H156	15240474
Q8H166	18424347
Q8H173-1	15229347
Q8H174	15229074
Q8H185	18422379
Q8H1D2	30681653
Q8H1G0	18403600
Q8H1G0	42571823
Q8H1G3	18403602
Q8H1R4	22329121
Q8H1S0	30687167
Q8H1Y0	15221692
Q8L3R2	15230301
Q8L3R3	15221250
Q8L3X9	22325473
Q8L493	22327924
Q8L4A7	15219317
Q8L4B2	15223986
Q8L4B2	30680893
Q8L4B2	42571411
Q8L4B2	42571413
Q8L4M6	15236172
Q8L4M6	79326297
Q8L4Y2	18410753
Q8L4Y2	42572107
Q8L500	18407171
Q8L5T5	18405401
Q8L5U0	15239134
Q8L608	22327999
Q8L608	30697502
Q8L633	22325471
Q8L6Y1	22331218
Q8L6Y4-1	30696023
Q8L6Y4-2	30696025
Q8L6Z8	30678759
Q8L718	42562960
Q8L725-1	30690801
Q8L725-2	30690804
Q8L743	15221719
Q8L778	15242540
Q8L785-1	79436767
Q8L796-1	15217451
Q8L799	30683840
Q8L7B5	30685604
Q8L7E3	15235296
Q8L7G0-1	15218904
Q8L7G0-1	79320256
Q8L7G0-2	30696352
Q8L7H3	15234083
Q8L7I0	30681638
Q8L7N8-1	30685903
Q8L7N8-2	22326848
Q8L7R8-1	30697543
Q8L7S8-1	79328737
Q8L7S8-2	30690260
Q8L7U5	30679350
Q8L7W2	18422772
Q8L7Z0	30688654
Q8L831-1	18412472
Q8L850	15232786
Q8L850	79313173
Q8L868	30692765
Q8L8C0	15227614
Q8L8Q7	18406342
Q8L8Q8	18424873
Q8L8Q8	42573796
Q8L8W6	18396099
Q8L8Y0	15217951
Q8L910	18407538
Q8L925	15222228
Q8L936	15236113
Q8L940	15240972
Q8L953	15238845
Q8L9A0	18417696
Q8L9G7	18402667
Q8L9J9	18418402
Q8L9J9	30689964
Q8L9K1	15225361
Q8L9S0	18396932
Q8L9S1	18397305
Q8L9T5	15228302
Q8L9T7	18379097
Q8L9V6-1	30680246
Q8L9V6-2	30680237
Q8L9W3	15238323
Q8L9Y3	15226345
Q8LA13	18410973
Q8LA13	42572719
Q8LA13	79315530
Q8LA14	18407840
Q8LAA6	15236485
Q8LAD2	15237260
Q8LAH7	15223138
Q8LAH8	18416233
Q8LAI1	18397472
Q8LAL2	15228226
Q8LAM0	18399935
Q8LAP8-1	18416267
Q8LAR7	15239358
Q8LAS7	15241101
Q8LAS8	15227376
Q8LAT0	15232066
Q8LAU9	15229571
Q8LAW2	18400571
Q8LAX0	18403505
Q8LAX3	18424888
Q8LAZ7	15219970
Q8LB02	15237464
Q8LB17	18410961
Q8LB72	15226633
Q8LBA0	18410608
Q8LBA6	15220618
Q8LBB2	15228397
Q8LBH2	18379261
Q8LBI1	18404552
Q8LBI9	18419741
Q8LBL1	15240552
Q8LBL1	30696631
Q8LBL5	15230192
Q8LBM4	15227287
Q8LBP4-1	15226968
Q8LBP4-2	30684018
Q8LBU2	18407822
Q8LBW3	18402268
Q8LBZ7	15232149
Q8LC03	15222452
Q8LC45	15218558
Q8LC59	15240409
Q8LC69	15223041
Q8LC79	18409199
Q8LC83	15241125
Q8LC95	15238698
Q8LCA1	18407178
Q8LCA1	79324933
Q8LCE1	15219598
Q8LCG7	15223482
Q8LCL3	15233318
Q8LCP6	15222328
Q8LCS8	18417680
Q8LCS8	30685362
Q8LCT3-1	30688403
Q8LCT3-2	18417441
Q8LCU7	18408069
Q8LCW9	15223303
Q8LCW9	30677886
Q8LCY2	18414394
Q8LD03	15237278
Q8LD27	15235889
Q8LD46	15225470
Q8LD49	18403021
Q8LD63	18416140
Q8LDC8	15229405
Q8LDI5	15220418
Q8LDP4	15227674
Q8LDQ4	18423459
Q8LDR0	15239449
Q8LDS2	15226364
Q8LDU4	15234585
Q8LDW9	15236265
Q8LE10	18422223
Q8LE43	18401763
Q8LE98	18394444
Q8LE98	42571515
Q8LEA2	15218350
Q8LEA8	15235367
Q8LED0	15239357
Q8LEE7	18398395
Q8LEE9	15239344
Q8LEF3	18422622
Q8LEF6	15241308
Q8LEJ6	15242651
Q8LEK2	18391009
Q8LEK4	15236134
Q8LEM6	18394805
Q8LEM7-1	15236778
Q8LEM7-2	30687272
Q8LEM8	18401007
Q8LEQ0	15238170
Q8LER3	15235714
Q8LET2	15242543
Q8LF20	18400827
Q8LF21	15223914
Q8LF36	15222851
Q8LF36	42571451
Q8LF48	15219797
Q8LF65	18414561
Q8LF99	18424986
Q8LFA9	18394726
Q8LFD1	18396250
Q8LFD3	18396130
Q8LFH7	15218094
Q8LFJ5	18395095
Q8LFM0	18417369
Q8LFP7	15234059
Q8LFR2	18405354
Q8LFT2-1	18397440
Q8LFU0	15240069
Q8LFU0	42573289
Q8LFV3	15232818
Q8LFW6	18423163
Q8LFW6	18423182
Q8LFW6	30695906
Q8LFY8	15218393
Q8LG10	18397703
Q8LG58	18403867
Q8LG76	18409053
Q8LG88	15238130
Q8LG89	15227048
Q8LG98	18396650
Q8LGA5	15240924
Q8LGC6	18398710
Q8LGD5	18401970
Q8LGG0	15237679
Q8LGG8	18395845
Q8LGI2	18421863
Q8LGN1	30680330
Q8LGU1	30686160
Q8LGU7	30699037
Q8LK56-1	30680560
Q8LPH6	30690317
Q8LPJ7	15226694
Q8LPK0	22331659
Q8LPK5	18415170
Q8LPL8	22329125
Q8LPQ6-1	30686893
Q8LPQ6-3	79325257
Q8LPQ8-1	30690293
Q8LPQ8-2	30690286
Q8LPT1	15225474
Q8RW96	18414444
Q8RW96	30683249
Q8RWC5	30686588
Q8RWC9	18401539
Q8RWD0	30689221
Q8RWG8	15227700
Q8RWI9	22331230
Q8RWN9	18400212
Q8RWQ9	18407961
Q8RWS9-1	30696976
Q8RWS9-1	42568613
Q8RWS9-2	42573714
Q8RWU6-1	22330742
Q8RWY3	22330875
Q8RWZ6-1	30677920
Q8RWZ6-2	18379216
Q8RX29	30686604
Q8RX72	15235762
Q8RX73	18424144
Q8RXG3	15232491
Q8RXK6	22328183
Q8RXK6	30678703
Q8RXN0	22329638
Q8RXR2-1	18405453
Q8RXR2-2	30695978
Q8RXS5	30697771
Q8RXU5	18411538
Q8RXW0	30684602
Q8RXX5	18422764
Q8RXX9	18397153
Q8RY17	15219445
Q8RY22	30678834
Q8RY67	18400282
Q8RY67	30682087
Q8RY73	22328751
Q8RY79	30680963
Q8RY89	22330351
Q8RY95	15218091
Q8RY99	22330951
Q8RYC2	15227503
Q8RYC6	42570633
Q8RYC8	15221978
Q8RYD9-1	42573453
Q8RYD9-2	42568030
Q8S2T1	18398467
Q8S307	18410764
Q8S307	42572109
Q8S397	15240519
Q8S3C9-1	30689768
Q8S3C9-2	30689765
Q8S3C9-3	30689760
Q8S3N1-2	22327804
Q8S3U9	22330675
Q8S3W4	22327584
Q8S403	22331284
Q8S4Y1-1	30695411
Q8S4Y1-2	30695409
Q8S528	18395300
Q8S895	18398491
Q8S8H3	18401715
Q8S8H9	18397850
Q8S8I2	15226407
Q8S8M5	18407012
Q8S8N9	79557632
Q8S8Q4	15224906
Q8S924	15221755
Q8S944-1	18418260
Q8S9G8-1	15239582
Q8S9G8-2	30687032
Q8S9K3	15238027
Q8S9L0	22329813
Q8S9L0	42571661
Q8S9N6	30677923
Q8VWG3	30693123
Q8VWJ2	15236785
Q8VWQ4	15222588
Q8VWQ5	22327079
Q8VWV6	30686070
Q8VXV4	22329767
Q8VXX5	22328918
Q8VXX9	18414258
Q8VXZ0	22326896
Q8VY05-1	30690027
Q8VY05-1	30690032
Q8VY05-2	30690036
Q8VY06	22330137
Q8VY06	30694606
Q8VY06	30694608
Q8VY64	30686189
Q8VY69	30685571
Q8VY81	22330598
Q8VY91	15217660
Q8VYA3	15219447
Q8VYB1	22326900
Q8VYE2	22330273
Q8VYE5-1	30688297
Q8VYE5-2	30688300
Q8VYF1	15236049
Q8VYF5-1	30683525
Q8VYF5-2	18401429
Q8VYG3	30691701
Q8VYI9-1	18424785
Q8VYI9-2	42573786
Q8VYK4	42570373
Q8VYK4	42571087
Q8VYK4	79324546
Q8VYK6	15237195
Q8VYM0	30684878
Q8VYM2	15239848
Q8VYR2	22331623
Q8VYR7	30690607
Q8VYT2	22328940
Q8VYX0	15219390
Q8VZ17	30681803
Q8VZ17	42570881
Q8VZ19	18411753
Q8VZ40	22331792
Q8VZ80	15230212
Q8VZ91	18414895
Q8VZ96	22328865
Q8VZB9	30680605
Q8VZC3	18424599
Q8VZD5	22326813
Q8VZJ1	22326695
Q8VZK8	15226042
Q8VZP4	15223085
Q8VZP4	42571399
Q8VZR6	30689342
Q8VZT0	18396707
Q8VZT3	22330860
Q8VZT6	22326600
Q8VZU2	18415701
Q8VZU9	22329014
Q8VZW1	18415224
Q8VZZ4	30682479
Q8W033	18418408
Q8W036	15240348
Q8W037	15226298
Q8W0Z7	22330856
Q8W108	18414289
Q8W191-1	30684595
Q8W191-2	30684591
Q8W1E3-2	30697674
Q8W1P0	18416749
Q8W1S1-1	22328179
Q8W1X2-1	15240368
Q8W206	18423847
Q8W207	18401293
Q8W234	15218544
Q8W245	42562432
Q8W246	15228062
Q8W2B8	42567425
Q8W2F3-1	30689218
Q8W3J8	30696286
Q8W3K0	22330306
Q8W3K3	15217957
Q8W420-1	30680520
Q8W420-2	30680514
Q8W463	18414915
Q8W487	18405164
Q8W4A5-1	30696970
Q8W4A5-2	30696972
Q8W4E1	79342966
Q8W4H1	30684095
Q8W4I4	22330543
Q8W4J2	15239634
Q8W4J9-1	15239876
Q8W4J9-1	30694301
Q8W4M7	15218736
Q8W4M7	30678494
Q8W4N3	18390446
Q8W4R3-1	42573778
Q8W4R3-2	18424667
Q8W575	18417330
Q8W595	22330839
Q8W5B1-1	18414761
Q93V93	18416663
Q93VA3	18422509
Q93VB8	18406325
Q93VB8	18406353
Q93VB8	22330310
Q93VG5	15241316
Q93VG8	30684058
Q93VH9	18398393
Q93VI0	18398621
Q93VI3	15223501
Q93VP3	15222741
Q93VR3	15241945
Q93VR4	15221646
Q93VT9	30683726
Q93W20	18423084
Q93W22	18408550
Q93W32	18399319
Q93W77	18411785
Q93WC4	18417976
Q93WF1	18422969
Q93WJ8	18414298
Q93WK5	18414032
Q93WT0	18415833
Q93WU6	15241875
Q93WU7	22330782
Q93WU9	22328061
Q93WV0-1	30687299
Q93WV0-2	18416792
Q93WV4	15220582
Q93WV5-1	22331854
Q93WV5-2	30694863
Q93WV6	18412338
Q93WV7	18408541
Q93WX6	22329419
Q93WY4	30689823
Q93XM7	18422718
Q93XX5	18425155
Q93XX8	18399368
Q93Y32	30681524
Q93Y35	18416433
Q93Y35	42573029
Q93Y39	79404523
Q93Y91	15218693
Q93YN9	18422256
Q93YP9	15223557
Q93YQ7	18420359
Q93YR3	18415982
Q93YR9	18417527
Q93YS4-1	18415230
Q93YS4-1	79597808
Q93YS4-2	79327143
Q93YT1	18418637
Q93YT1	42573179
Q93YU5	18398855
Q93YV6	15239451
Q93YW0	18418256
Q93YW0	30689758
Q93Z04	22331796
Q93Z08	22327934
Q93Z13	22330878
Q93Z25	18424677
Q93Z66	15220191
Q93Z70	18399202
Q93Z70	30680834
Q93Z75-1	30689475
Q93Z75-1	42571649
Q93Z75-2	18395898
Q93Z80	18397139
Q93ZB2	15239520
Q93ZC5	15222241
Q93ZE2	18411748
Q93ZE8	18400721
Q93ZG7	15231748
Q93ZH0-1	18395044
Q93ZH0-2	30687570
Q93ZH2	18410195
Q93ZL5	18421891
Q93ZL5	30693448
Q93ZM7	18400195
Q93ZR1	18423134
Q93ZW0	18391021
Q93ZY2	15233845
Q93ZY7	18391450
Q940B0	15241061
Q940D0-1	42564262
Q940D0-2	42570473
Q940G6	15240483
Q940J1	15236109
Q940K0	15219877
Q940M2	18420498
Q940Q1	18390426
Q940Q4	18417587
Q940V4	18406372
Q940X7	18420256
Q940Y5-1	30688206
Q940Y5-2	18395200
Q941L0	15238454
Q941R4	18397301
Q943Z6	15221088
Q944A9	18403771
Q944H0	15221909
Q944I4-1	30699506
Q944I4-2	18412831
Q944J0	18399963
Q944P7	15235763
Q944R1	18414063
Q944S1	15218967
Q945F0	22329250
Q945M9	18402799
Q945S8	18406465
Q946J2	30678767
Q946J8	15238009
Q946Y7	18396813
Q949P3	18398388
Q949R4	18414376
Q949T8	18417683
Q949X0	18400926
Q949X3	18416245
Q949X3	79327596
Q94A06-1	15236108
Q94A06-1	42573045
Q94A06-2	30687096
Q94A16	15226560
Q94A18-1	18401096
Q94A28	18416900
Q94A52	15230945
Q94A76	30693099
Q94A82	15241252
Q94AA1-1	30680871
Q94AA1-2	30680880
Q94AD9	18390466
Q94AD9	42571337
Q94AF9-1	18397141
Q94AF9-1	42572259
Q94AF9-1	79313121
Q94AH6	18411983
Q94AH6	79324981
Q94AH6	79324983
Q94AH9	18416588
Q94AI4	18413282
Q94AL9	15224499
Q94AR6	15232514
